2026-02-01 18:49:23,18.90,74.00,298,Normal
2026-02-01 18:49:24,18.90,74.00,324,Normal
2026-02-01 18:49:26,18.80,74.00,326,Normal
2026-02-01 18:49:28,18.90,74.00,325,Normal
2026-02-01 18:49:30,18.90,74.00,325,Normal
2026-02-01 18:49:33,18.90,74.00,322,Normal
2026-02-01 18:49:35,18.90,74.00,218,Normal
2026-02-01 18:49:37,18.90,74.00,325,Normal
2026-02-01 18:49:39,19.00,75.00,342,Normal
2026-02-01 18:49:41,19.20,77.00,337,Normal
2026-02-01 18:49:43,19.40,80.00,325,Normal
2026-02-01 18:49:45,19.70,83.00,329,Normal
2026-02-01 18:49:47,19.90,84.00,327,Normal
2026-02-01 18:49:49,20.00,85.00,327,Normal
2026-02-01 18:49:51,20.20,85.00,323,Alta
2026-02-01 18:49:53,20.20,85.00,324,Alta
2026-02-01 18:49:55,20.30,86.00,301,Alta
2026-02-01 18:49:57,20.30,86.00,304,Alta
2026-02-01 18:49:59,20.40,87.00,302,Alta
2026-02-01 18:50:01,20.40,87.00,301,Alta
2026-02-01 18:50:03,20.40,87.00,304,Alta
2026-02-01 18:50:05,20.40,88.00,302,Alta
2026-02-01 18:50:07,20.30,88.00,312,Alta
2026-02-01 18:50:09,20.30,88.00,304,Alta
2026-02-01 18:50:11,20.30,88.00,311,Alta
2026-02-01 18:50:13,20.20,88.00,305,Alta
2026-02-01 18:50:15,20.20,89.00,311,Alta
2026-02-01 18:50:17,20.10,89.00,306,Alta
2026-02-01 18:50:19,20.10,89.00,303,Alta
2026-02-01 18:50:21,20.10,89.00,303,Alta
2026-02-01 18:50:23,20.00,89.00,304,Normal
2026-02-01 18:50:25,20.00,89.00,307,Normal
2026-02-01 18:50:27,20.00,89.00,335,Normal
2026-02-01 18:50:29,19.90,89.00,335,Normal
2026-02-01 18:50:31,19.90,89.00,336,Normal
2026-02-01 18:50:33,19.80,90.00,337,Normal
2026-02-01 18:50:35,19.80,90.00,338,Normal
2026-02-01 18:50:38,19.80,90.00,335,Normal
2026-02-01 18:50:40,19.70,90.00,336,Normal
19:17:07,18.70,74.00,309,Normal
19:17:08,18.70,74.00,316,Normal
19:17:09,18.70,74.00,317,Normal
19:17:10,18.70,74.00,323,Normal
